aX,aY,aZ,gX,gY,gZ
0.190,0.573,0.763,3.662,-0.305,0.366
0.194,0.603,0.675,3.784,-0.793,0.244
0.036,0.506,0.869,3.845,-0.977,0.305
0.210,0.592,0.731,3.967,-0.244,0.427
0.164,0.588,0.699,4.333,-0.671,0.488
0.048,0.504,0.878,4.333,-0.610,0.549
0.237,0.601,0.711,4.272,-0.427,0.793
0.137,0.569,0.737,4.395,-1.343,1.038
0.062,0.503,0.881,4.333,-1.526,1.282
0.239,0.605,0.690,3.906,-1.526,1.221
0.093,0.546,0.767,3.906,-1.831,0.916
0.079,0.514,0.863,3.418,-1.282,0.610
0.240,0.619,0.672,3.296,-0.793,0.366
0.072,0.538,0.800,3.357,-1.038,0.244
0.114,0.538,0.840,3.235,-0.732,0.427
0.236,0.626,0.661,3.235,-0.977,0.549
0.047,0.525,0.826,3.662,-1.648,0.549
0.137,0.554,0.807,3.784,-1.282,0.549
0.212,0.614,0.657,4.272,-1.221,0.366
0.056,0.523,0.819,4.333,-1.160,0.122
0.137,0.554,0.779,3.784,-0.366,-0.305
0.155,0.571,0.740,3.540,-0.122,-0.366
0.128,0.558,0.763,3.357,0.305,-0.366
0.140,0.562,0.767,3.357,0.732,-0.244
0.147,0.571,0.759,3.601,0.549,-0.305
0.144,0.568,0.764,4.028,0.000,0.000
0.148,0.566,0.765,4.578,-0.610,0.061
0.148,0.564,0.768,5.249,-1.221,0.000
0.146,0.559,0.773,5.432,-1.770,0.244
0.145,0.558,0.773,4.822,-1.709,0.427
0.145,0.559,0.774,3.967,-1.526,0.488
0.145,0.565,0.773,3.540,-1.404,0.488
0.144,0.568,0.774,3.662,-1.526,0.366
0.143,0.566,0.773,3.845,-1.526,0.244
0.141,0.566,0.773,4.150,-1.770,0.305
0.139,0.565,0.772,4.028,-1.404,0.366
0.140,0.562,0.771,3.662,-0.854,0.488
0.142,0.563,0.770,3.235,-0.366,0.671
0.143,0.563,0.769,3.113,0.000,0.916
0.145,0.563,0.767,3.113,0.061,0.793
0.146,0.562,0.768,3.357,-0.427,0.793
0.145,0.561,0.767,4.089,-1.343,0.732
0.140,0.559,0.766,4.700,-2.258,0.549
0.133,0.561,0.764,4.944,-2.808,0.427
0.132,0.561,0.764,4.578,-2.502,0.610
0.132,0.560,0.763,3.845,-1.709,0.793
0.132,0.560,0.764,3.540,-0.793,0.854
0.137,0.559,0.765,3.296,-0.305,0.793
0.139,0.559,0.766,3.479,-0.366,0.549
0.139,0.557,0.767,4.089,-0.549,0.305
0.139,0.555,0.769,4.395,-1.099,0.061
0.136,0.556,0.768,4.333,-1.465,-0.061
0.133,0.560,0.766,4.089,-1.526,0.061
0.130,0.566,0.762,3.967,-1.343,0.305
0.132,0.570,0.763,4.028,-0.793,0.183
0.135,0.570,0.762,4.456,-0.244,0.061
0.138,0.568,0.767,5.066,-0.244,0.000
0.146,0.562,0.772,5.249,-0.366,-0.061
0.146,0.557,0.777,5.371,-0.488,0.122
0.149,0.553,0.780,5.005,-0.488,0.244
0.150,0.554,0.781,4.456,-0.427,0.183
0.152,0.558,0.780,3.723,-0.610,0.183
0.130,0.549,0.811,3.418,-0.793,0.244
0.224,0.610,0.709,3.357,-1.038,0.305
0.102,0.558,0.774,4.272,-1.770,0.244
0.101,0.532,0.858,4.639,-1.770,0.427
0.243,0.628,0.661,4.761,-1.648,0.549
0.043,0.519,0.842,4.456,-1.648,0.732
0.153,0.555,0.804,3.601,-0.366,1.099
0.215,0.612,0.668,2.930,-0.244,1.282
0.035,0.507,0.859,2.869,-0.366,1.343
0.182,0.567,0.767,2.747,-0.122,1.221
0.192,0.600,0.673,2.991,-0.793,0.916
0.030,0.499,0.870,3.601,-1.160,0.671
0.204,0.581,0.734,3.418,-0.854,0.488
0.156,0.584,0.694,3.296,-1.221,0.488
0.032,0.498,0.872,2.808,-0.793,0.488
0.219,0.596,0.702,2.502,0.000,0.549
0.124,0.570,0.720,2.808,-0.122,0.488
0.053,0.507,0.870,2.930,0.305,0.366
0.209,0.592,0.714,3.418,0.244,0.122
0.136,0.565,0.748,4.150,-0.549,-0.122
0.121,0.549,0.789,4.395,-0.916,-0.305
0.151,0.563,0.767,4.822,-1.587,-0.427
0.144,0.563,0.764,4.883,-2.075,-0.610
0.136,0.557,0.771,4.761,-2.014,-0.366
0.141,0.562,0.766,4.333,-1.465,-0.183
0.137,0.566,0.768,3.906,-0.793,0.061
0.140,0.567,0.770,3.601,-0.244,0.183
0.146,0.567,0.768,3.662,-0.183,0.061
0.145,0.566,0.770,3.845,-0.366,-0.061
0.146,0.566,0.770,4.150,-0.671,-0.122
0.147,0.562,0.770,4.089,-0.793,-0.183
0.147,0.562,0.770,4.150,-0.916,-0.122
0.147,0.564,0.769,3.784,-0.793,0.061
0.147,0.566,0.768,3.418,-0.427,0.488
0.172,0.584,0.742,3.357,-0.244,0.854
0.161,0.588,0.707,4.028,-0.671,1.160
0.055,0.507,0.881,4.639,-1.038,1.038
0.253,0.619,0.673,4.883,-1.099,0.916
0.078,0.540,0.787,5.310,-1.709,0.977
0.105,0.528,0.845,4.700,-1.160,1.099
0.234,0.616,0.663,4.150,-0.732,0.793
0.052,0.520,0.824,3.906,-0.732,1.038
0.138,0.544,0.816,3.235,-0.122,0.977
0.224,0.615,0.660,3.113,-0.305,0.854
0.039,0.509,0.850,3.723,-0.732,0.671
0.171,0.563,0.787,3.784,-0.488,0.549
0.203,0.604,0.673,4.333,-1.465,0.366
0.030,0.499,0.871,4.944,-2.197,0.244
0.192,0.576,0.754,4.700,-1.892,-0.061
0.170,0.592,0.691,4.578,-2.136,-0.183
0.032,0.500,0.880,4.089,-1.404,-0.122
0.217,0.593,0.724,3.235,-0.244,0.183
0.149,0.580,0.717,3.052,-0.183,0.305
0.054,0.505,0.884,3.052,-0.061,0.305
0.242,0.604,0.702,3.174,-0.488,0.061
0.118,0.560,0.751,3.784,-1.587,-0.122
0.071,0.512,0.873,3.723,-1.709,-0.366
0.244,0.617,0.678,3.418,-1.648,-0.549
0.090,0.551,0.778,3.601,-1.465,-0.427
0.101,0.533,0.848,3.113,-0.671,-0.183
0.246,0.629,0.658,3.113,-0.488,0.366
0.067,0.536,0.807,3.540,-0.854,0.610
0.132,0.544,0.821,3.906,-0.610,0.793
0.233,0.620,0.652,4.150,-0.916,0.793
0.044,0.514,0.830,4.333,-1.038,0.671
0.158,0.558,0.787,4.028,-0.244,0.610
0.211,0.610,0.664,3.906,-0.488,0.610
0.081,0.537,0.807,3.906,-0.549,0.732
0.146,0.561,0.779,3.906,-0.488,0.977
0.158,0.572,0.748,4.089,-0.732,1.221
0.131,0.559,0.771,4.639,-0.793,0.916
0.139,0.558,0.776,4.822,-0.732,0.793
0.141,0.561,0.770,4.883,-0.854,0.793
0.135,0.558,0.776,4.578,-0.732,0.732
0.137,0.558,0.776,4.150,-0.549,0.671
0.141,0.557,0.778,3.906,-0.366,0.610
0.141,0.559,0.779,3.601,-0.549,0.427
0.144,0.560,0.779,3.479,-0.671,0.366
0.142,0.561,0.777,3.479,-1.221,0.305
0.142,0.564,0.776,3.601,-1.709,0.244
0.137,0.562,0.772,3.967,-2.136,0.244
0.135,0.560,0.772,4.089,-2.014,0.488
0.134,0.559,0.768,3.845,-1.648,0.488
0.134,0.558,0.767,3.479,-1.282,0.610
0.137,0.556,0.766,3.357,-0.793,0.488
0.140,0.558,0.766,3.296,-0.854,0.122
0.141,0.560,0.766,3.235,-1.282,-0.183
0.143,0.559,0.765,3.540,-1.587,-0.122
0.143,0.561,0.763,3.601,-2.136,-0.061
0.141,0.564,0.761,3.723,-2.258,0.122
0.137,0.568,0.759,3.723,-2.197,0.305
0.135,0.569,0.758,3.967,-1.831,0.610
0.135,0.567,0.760,4.333,-1.404,0.610
0.137,0.566,0.764,4.700,-0.854,0.305
0.143,0.566,0.768,4.578,-0.427,0.122
0.148,0.568,0.774,4.456,-0.305,0.183
0.153,0.566,0.778,4.395,-0.305,0.610
0.154,0.563,0.781,4.456,-0.549,0.854
0.154,0.561,0.782,4.578,-0.977,0.854
0.152,0.561,0.782,4.517,-1.221,0.977
0.144,0.564,0.782,4.456,-1.404,1.099
0.141,0.563,0.783,4.211,-1.282,1.282
0.138,0.557,0.783,3.540,-1.099,1.709
0.135,0.558,0.780,2.686,-0.732,1.770
0.133,0.559,0.775,2.136,-0.549,1.587
0.134,0.560,0.772,2.075,-0.549,1.282
0.135,0.559,0.770,2.502,-0.793,0.916
0.134,0.560,0.767,2.869,-1.282,0.671
0.134,0.560,0.766,3.479,-1.526,0.732
0.132,0.563,0.756,3.845,-2.014,0.671
0.116,0.555,0.751,3.967,-1.953,0.854
0.065,0.502,0.863,3.845,-1.465,0.916
0.241,0.617,0.660,3.174,-0.916,0.732
0.041,0.517,0.823,2.869,-1.465,0.488
0.137,0.547,0.808,2.258,-0.366,0.000
0.215,0.619,0.653,2.258,-0.671,-0.122
0.035,0.515,0.849,2.625,-0.854,-0.183
0.173,0.571,0.771,2.747,-0.366,0.122
0.194,0.606,0.668,3.235,-0.854,0.244
0.031,0.503,0.870,3.174,-0.671,0.061
0.203,0.583,0.743,2.625,-0.183,-0.183
0.172,0.593,0.688,2.686,-0.793,-0.366
0.044,0.504,0.874,2.869,-0.610,-0.427
0.228,0.602,0.706,2.930,-0.488,-0.488
0.144,0.584,0.709,3.723,-1.282,-0.610
0.054,0.515,0.868,3.906,-1.282,-0.549
0.236,0.618,0.678,3.967,-0.854,-0.244
0.108,0.565,0.741,4.150,-0.916,0.122
0.104,0.539,0.822,3.662,0.061,0.183
0.181,0.586,0.739,3.662,0.488,0.305
0.152,0.573,0.751,4.028,0.000,0.305
0.141,0.562,0.776,4.761,-0.610,0.366
0.152,0.569,0.763,5.310,-1.526,0.305
0.148,0.564,0.765,5.737,-2.197,0.427
0.141,0.560,0.768,5.310,-2.014,0.610
0.139,0.563,0.765,4.639,-1.282,0.977
0.140,0.563,0.767,4.028,-0.366,0.977
0.139,0.568,0.770,3.784,0.122,1.038
0.143,0.567,0.773,3.967,0.366,1.099
0.144,0.562,0.777,4.211,0.183,1.282
0.142,0.561,0.779,4.089,-0.549,1.221
0.140,0.561,0.779,3.906,-0.732,1.404
0.135,0.559,0.777,3.723,-0.977,1.404
0.131,0.559,0.774,3.479,-0.977,1.160
0.177,0.591,0.715,3.357,-0.854,0.854
0.078,0.537,0.797,3.296,-0.610,0.671
0.119,0.536,0.837,3.235,-0.305,0.488
0.227,0.620,0.656,3.113,-0.488,0.305
0.031,0.506,0.864,3.418,-1.160,0.183
0.187,0.574,0.767,3.479,-1.282,0.061
0.183,0.600,0.680,3.601,-2.014,0.183
0.028,0.501,0.873,3.723,-2.258,0.305
0.202,0.586,0.726,3.174,-1.404,0.305
0.149,0.585,0.696,3.540,-1.404,0.122
0.038,0.502,0.874,3.418,-0.793,0.000
0.227,0.602,0.699,3.418,-0.366,-0.061
0.127,0.572,0.726,3.723,-0.793,-0.183
0.062,0.514,0.868,3.662,-0.671,-0.183
0.241,0.618,0.675,3.845,-0.549,-0.061
0.096,0.558,0.760,4.150,-1.099,0.122
0.088,0.522,0.855,3.845,-0.916,0.244
0.243,0.624,0.660,3.662,-0.793,0.183
0.072,0.538,0.793,4.028,-1.404,0.000
0.117,0.538,0.831,4.211,-0.977,-0.244
0.238,0.626,0.654,4.272,-0.916,-0.366
0.055,0.526,0.828,4.639,-1.343,-0.366
0.153,0.557,0.806,4.272,-0.793,-0.244
0.220,0.621,0.658,4.333,-1.160,0.061
0.040,0.514,0.854,4.456,-1.160,0.244
0.178,0.574,0.775,4.150,-0.244,0.305
0.198,0.608,0.673,4.089,-0.183,0.488
0.039,0.506,0.875,3.906,-0.183,0.549
0.209,0.587,0.746,3.845,0.183,0.671
0.177,0.595,0.696,4.333,-0.732,0.671
0.046,0.505,0.883,4.333,-1.160,0.671
0.226,0.600,0.717,4.333,-1.221,0.854
0.130,0.570,0.734,4.517,-1.587,1.221
0.098,0.533,0.817,4.150,-0.916,1.221
0.150,0.564,0.765,3.601,-0.488,1.221
0.139,0.564,0.756,3.601,-0.671,0.916
0.126,0.555,0.774,3.784,-0.610,0.366
0.136,0.560,0.767,4.028,-1.038,0.061
0.135,0.560,0.764,4.150,-1.160,-0.061
0.135,0.560,0.766,4.150,-1.038,-0.061
0.138,0.560,0.763,4.028,-0.793,0.000
0.138,0.559,0.764,3.906,-0.732,0.366
0.137,0.560,0.763,4.211,-0.854,0.549
0.135,0.562,0.764,4.456,-1.160,0.549
0.131,0.563,0.763,4.822,-1.648,0.305
0.132,0.564,0.762,5.127,-1.831,-0.244
0.131,0.566,0.765,5.432,-1.587,-0.549
0.134,0.566,0.769,5.310,-1.221,-0.732
0.140,0.563,0.773,5.005,-0.793,-0.549
0.148,0.560,0.777,4.517,-0.427,-0.244
0.154,0.560,0.779,4.150,-0.671,-0.061
0.150,0.563,0.778,3.906,-1.038,0.061
0.148,0.564,0.778,4.089,-1.587,0.183
0.146,0.564,0.776,4.333,-1.587,0.244
0.143,0.566,0.777,4.272,-1.465,0.244
0.143,0.565,0.777,4.089,-1.282,0.305
0.143,0.566,0.776,3.845,-1.099,0.488
0.143,0.566,0.774,3.723,-1.099,0.427
0.142,0.564,0.771,3.540,-1.099,0.366
0.141,0.563,0.768,3.601,-1.343,0.610
0.140,0.562,0.764,3.723,-1.343,1.038
0.138,0.561,0.762,3.723,-1.221,0.916
0.138,0.562,0.762,4.028,-1.099,0.732
0.135,0.562,0.762,4.211,-1.160,0.793
0.134,0.560,0.764,4.395,-1.221,1.038
0.133,0.559,0.765,4.456,-1.099,0.854
0.133,0.558,0.767,4.089,-0.977,0.916
0.133,0.556,0.767,3.784,-0.854,0.854
0.130,0.557,0.767,3.601,-0.854,0.916
0.130,0.558,0.766,3.357,-0.732,0.671
0.129,0.559,0.766,3.418,-0.671,0.305
0.132,0.559,0.768,3.601,-0.183,0.000
0.135,0.560,0.770,3.845,0.122,-0.122
0.136,0.560,0.771,4.028,0.122,-0.122
0.139,0.560,0.774,4.028,0.000,-0.183
0.130,0.548,0.787,4.028,-0.183,0.061
0.120,0.537,0.825,4.272,-0.610,-0.122
0.233,0.622,0.656,4.272,-0.977,-0.366
0.030,0.507,0.865,4.272,-1.404,-0.427
0.196,0.580,0.761,3.845,-0.793,-0.366
0.180,0.599,0.687,3.784,-0.977,-0.061
0.041,0.505,0.880,3.845,-0.854,0.000
0.225,0.598,0.725,3.601,-0.427,0.061
0.157,0.583,0.716,3.906,-1.099,0.061
0.058,0.504,0.883,4.089,-1.404,0.061
0.241,0.605,0.698,4.089,-1.465,0.183
0.122,0.564,0.745,4.211,-1.770,0.122
0.075,0.515,0.873,3.784,-1.099,0.305
0.250,0.621,0.677,3.540,-0.793,0.488
0.091,0.551,0.780,3.723,-1.404,0.610
0.100,0.528,0.854,3.601,-1.038,0.671
0.239,0.625,0.660,3.601,-1.099,0.793
0.059,0.530,0.807,3.845,-1.465,0.732
0.134,0.546,0.810,3.662,-0.610,0.610
0.177,0.590,0.712,3.784,-0.427,0.488
0.118,0.551,0.770,3.784,-0.183,0.671
0.131,0.551,0.781,3.296,0.122,0.854
0.144,0.567,0.760,3.235,0.183,0.793
0.136,0.562,0.765,3.540,-0.061,0.671
0.134,0.560,0.769,4.028,-0.427,0.732
0.138,0.560,0.766,4.211,-0.793,0.488
0.136,0.559,0.769,4.456,-0.916,0.305
0.136,0.560,0.769,4.456,-0.916,0.366
0.139,0.559,0.771,4.578,-0.610,0.427
0.139,0.560,0.772,4.456,-0.610,0.488
0.140,0.562,0.773,4.456,-0.854,0.427
0.141,0.562,0.771,4.700,-1.221,0.244
0.134,0.562,0.772,5.066,-1.526,0.122
0.134,0.559,0.774,4.944,-1.587,0.244
0.133,0.553,0.777,4.517,-1.221,0.305
0.081,0.517,0.859,3.784,-0.793,0.183
0.244,0.612,0.683,3.296,-0.366,0.061
0.075,0.537,0.802,3.174,-0.854,-0.061
0.124,0.544,0.832,2.869,-0.671,0.000
0.237,0.625,0.660,3.235,-1.038,0.122
0.041,0.516,0.844,3.784,-1.709,0.061
0.164,0.561,0.787,3.906,-1.160,0.061
0.207,0.607,0.665,3.906,-1.221,0.000
0.035,0.503,0.862,3.540,-1.160,0.000
0.196,0.578,0.752,2.930,-0.671,0.000
0.184,0.598,0.678,3.235,-0.793,0.122
0.039,0.504,0.871,3.662,-0.977,0.305
0.221,0.595,0.722,4.028,-0.732,0.427
0.152,0.582,0.708,4.700,-1.343,0.305
0.048,0.501,0.879,5.127,-1.587,0.366
0.232,0.600,0.701,4.883,-1.221,0.122
0.118,0.560,0.743,4.761,-1.404,-0.061
0.068,0.509,0.875,4.211,-0.854,-0.183
0.244,0.619,0.681,3.662,-0.488,-0.061
0.092,0.553,0.773,3.784,-0.793,0.122
0.096,0.528,0.854,3.845,-0.305,0.244
0.246,0.623,0.667,4.333,-0.488,0.366
0.068,0.532,0.811,4.700,-1.160,0.366
0.125,0.535,0.835,4.517,-0.854,0.488
0.233,0.617,0.665,4.211,-0.977,0.549
0.045,0.514,0.840,3.845,-1.343,0.488
0.152,0.555,0.801,3.052,-0.610,0.549
0.215,0.613,0.663,3.174,-0.488,0.549
0.039,0.508,0.859,3.418,-0.610,0.427
0.191,0.573,0.768,3.479,-0.366,0.305
0.196,0.600,0.679,3.967,-1.160,0.488
0.035,0.498,0.876,4.028,-1.404,0.427
0.199,0.578,0.750,4.089,-1.160,0.488
0.153,0.576,0.734,4.211,-1.770,0.305
0.110,0.552,0.788,4.211,-1.648,0.244
0.143,0.565,0.774,4.333,-1.343,0.183
0.142,0.573,0.760,4.578,-1.709,0.183
0.134,0.565,0.769,4.761,-1.648,0.244
0.141,0.562,0.767,5.127,-1.404,0.244
0.140,0.560,0.771,5.066,-1.099,0.244
0.142,0.555,0.774,4.578,-0.610,0.427
0.147,0.555,0.774,4.150,-0.366,0.488
0.145,0.560,0.774,3.906,-0.305,0.366
0.146,0.563,0.775,3.906,-0.488,0.427
0.146,0.564,0.773,4.089,-0.732,0.671
0.140,0.562,0.774,4.150,-1.343,0.854
0.138,0.559,0.772,3.967,-1.343,0.977
0.135,0.559,0.771,3.784,-0.916,1.160
0.138,0.560,0.772,3.418,-0.488,1.282
0.139,0.558,0.772,3.418,-0.549,1.221
0.135,0.559,0.771,3.784,-0.793,1.099
0.133,0.556,0.769,4.211,-1.099,0.793
0.131,0.554,0.769,4.395,-1.282,0.549
0.132,0.552,0.769,4.333,-1.282,0.427
0.131,0.552,0.767,4.089,-1.038,0.366
0.130,0.553,0.769,3.601,-0.610,0.244
0.133,0.554,0.769,2.930,-0.122,0.427
0.134,0.556,0.767,2.563,0.183,0.488
0.137,0.561,0.768,2.563,0.183,0.244
0.139,0.565,0.769,2.869,-0.122,0.000
0.138,0.565,0.770,3.479,-0.610,-0.183
0.139,0.562,0.770,3.967,-0.977,-0.183
0.138,0.559,0.771,4.211,-1.282,-0.183
0.140,0.559,0.774,3.967,-0.854,-0.183
0.142,0.561,0.772,3.601,-0.366,-0.244
0.146,0.562,0.773,3.357,-0.061,-0.244
0.149,0.564,0.771,3.235,-0.122,-0.305
0.151,0.564,0.771,3.296,-0.793,-0.427
0.150,0.568,0.768,3.540,-1.404,-0.427
0.148,0.568,0.767,3.967,-1.770,-0.122
0.148,0.567,0.767,4.272,-1.587,0.244
0.149,0.567,0.767,4.456,-1.404,0.671
0.148,0.566,0.767,4.272,-1.282,1.099
0.147,0.562,0.768,4.333,-1.038,1.404
0.146,0.559,0.769,4.028,-0.854,1.465
0.143,0.559,0.770,3.906,-0.793,1.221
0.145,0.558,0.771,3.723,-0.854,1.099
0.142,0.562,0.770,3.540,-0.549,1.038
0.142,0.562,0.771,3.540,-0.366,1.343
0.141,0.563,0.771,3.296,-0.122,1.648
0.140,0.565,0.771,3.235,-0.061,1.770
0.137,0.566,0.772,3.357,-0.244,1.892
